,id,content,label
62,498287166909579264,Situation in #Ferguson getting very tense after police killed unarmed teenager Mike Brown (photo: @AntonioFrench) http://t.co/gL3y9pkfV7	,0
63,498287947301814274,Police dogs snarl at a crowd of mourners in #Ferguson. They are mourning the killing of another teenager by police http://t.co/BVGJAu2jvV”	,0
64,498289596463980544,Someone please remind me what year it is again? #ferguson http://t.co/33cebmojwV	,0
65,498291267756130305,"The cop who shot #MikeBrown is on paid leave. Shoot a black kid, get a paid vacation. #WeAreTargets #Ferguson	",0
66,498292200955195392,The police have come into the community with dogs. #ferguson http://t.co/QWhlu0xEtB	,0
67,498292317296812032,Cops gun down a 17-year-old in front of you &amp; lock down your neighborhood with scores of armed cops because THEY feel threatened #Ferguson	,0
68,498292602861400064,Never forget the original relationship between the police and blacks...#wearetargets#Ferguson http://t.co/Y0dOOu4LbE	,0
69,498292628455034882,#message RT @brennamuncy: Someone please remind me what year it is again? #ferguson http://t.co/vI4tDnvT1W	,0
70,498292732159619072,Ferguson Police have dogs and shotguns. The unarmed crowd is raising their hands. #ferguson #fergusonshooting  https://t.co/t2MLq3SsrV	,0
71,498293625420148736,RT @_westwest_yall: Never forget the original relationship between the police and blacks...#wearetargets#Ferguson http://t.co/Hbd4J61Va7	,0
72,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson	,1
73,498294248488574976,"The #Ferguson chief, the County chief, County prosecutor, and @CharlieADooley need to reach out to the family and promise justice TONIGHT.	",0
74,498294367405477888,Unarmed teenage black boy #MikeBrown was shot ten times by a #Ferguson police officer for accusation of shoplifting http://t.co/rjKd6f2fM9	,1
75,498294775649665024,Reach RT @brennamuncy Someone please remind me what year it is again? #ferguson http://t.co/1Yz0RPNFIT	,0
76,498294815579467777,White man with gun *goes* to Target. Black kid without gun *is* the target. #Ferguson	,0
77,498296205777326080,"People are angry, frustrated but peaceful tonight in #Ferguson. The police dept's heavy handed approach made things worse. Leaving was good.	",0
78,498298040881782785,Dogs? In 2014? #Ferguson RT @AntonioFrench: Right now in #Ferguson MO following the killing of 17-year-old #MikeBrown http://t.co/iniDpLhVgo	,0
79,498300128088694786,"NOTICE: 0 evidence of ""kill the police"" chant in #Ferguson but all news outlets report it, yet pics of lifeless victim? ""Alleged shooting.""	",0
80,498300256678076417,Police are leaving now. #ferguson https://t.co/tozjird2vf	,0
81,498300832648273920,Protestors at the #Ferguson Police Dept. https://t.co/0gAGopdQ8u	,0
82,498300897051807744,"Michael Brown, unarmed black teen killed by police in #Ferguson was set to start college on Monday. @MichaelSkolnik:https://t.co/4LODno0FLr	",0
83,498301635756838912,Protest at #Ferguson police dept right now https://t.co/zyZMLpgOpS	,0
84,498301902048997377,It's messed up when cops can shoot unarmed Black teen yet White people can walk around Target with AR-15's! #Ferguson	,0
85,498302603034640384,Don't live in #Ferguson? Call the Police station leave Chief Tom Jackson a message 314-522-3100 ext #5588 or tweet @stlcountypd #MikeBrown	,0
86,498302874531553280,"Unarmed teen killed by cops isn't the headline but calling black people ""ANGRY MOB!"" is, that tells you everything about the media #Ferguson	",0
87,498303288295817217,#WeAreTargets RT @brennamuncy: Someone please remind me what year it is again? #ferguson http://t.co/ZRJ00GRDZG	,0
88,498303769915191297,At the #Ferguson police dept headquarters https://t.co/jIaKhelaAk	,0
89,498304114955419648,"Protest continues in front of #ferguson police dept ""the people united, will never be defeated"" #FergusonShooting http://t.co/4wXq3z6tDX	",0
90,498305825341845504,Teenager #MikeBrown won't start college on Monday because he was shot ten times by a #Ferguson police officer. http://t.co/B4hWevO7l9	,1
91,498305962726273024,I’m in #Ferguson and the witnesses are telling a chillin story. This young man was truly executed.	,0
92,498308585227431936,This is not okay. #Ferguson http://t.co/hb3jH6GfAt	,0
93,498310006169538561,I can't stomach another #justicefor campaign. Real justice isn't a conviction. It's black ppl not being used for target practice. #Ferguson	,0
94,498311895716470784,"Nothing screams action like placing pressure on the head of the city, Mayor Knowles. Call or email him! #Ferguson http://t.co/CvTxppaWWN	",0
95,498313143530303488,"Witness: ""He threw his hands up and they shot him. The boy fell and they shot him some more."" #Ferguson http://t.co/sSbXDOUTMn	",0
96,498314939359301632,"Trayvon Martin. Jordan Davis. Renisha McBride. Mike Brown. Our streets are stained with the blood of unarmed, black teens. #Ferguson	",0
97,498316475317239809,"Don't tell a heartbroken community how to feel, what to say. Try listening to them instead. #Ferguson	",0
98,498317138554150912,Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson	,1
99,498318192000118784,Follow @MichaelSkolnik NOW if you want to follow the story about the unarmed teenager who was killed by the #Ferguson police.	,0
100,498321666267561985,"No matter what COLOR you are...the murder by cop in #Ferguson is WRONG.  Let's stand together, do NOT let them divide us.	",0
101,498322865843109888,"White-privilege apologist internet trolls saying, ""Wait for details before you jump to conclusions."" You need more details? #Ferguson	",0
102,498323364197699584,The @latimes reports on #Ferguson - http://t.co/p69w3eaHpb http://t.co/3DtEAVnpkW	,0
103,498325055726559232,"High school graduation picture of Mike Brown. May he rest in peace, while we fight for his justice. #Ferguson http://t.co/ZpWHsvpnQi	",0
104,498340530770939904,"#MikeBrown, left, is gunned down for WWB (walking while black),but guy on the right can point a gun at cops #Ferguson http://t.co/ydAVrBLQke	",0
105,498345343629541376,Another account of what happened to #MikeBrown #JusticeForMikeBrown http://t.co/sOD2olFYwp #STL #FERGUSON	,1
106,498349598197702656,"Police in #Ferguson, Missouri, shot and killed a 17-year-old boy. http://t.co/TbVlOFxEus#FergusonShooting	",0
107,498355319979143168,People DEBATING whether #MikeBrown shoplifted or not-- IT DOESN'T MATTER.Shoplifting isn't punishable by DEATH IN THE STREET. #Ferguson	,0
108,498356729634390016,"Late reporting from #Ferguson: ""Unrest"" outside police station. When white people do it, it's a ""vigil."" http://t.co/mkca1icOF9	",0
109,498357910603575296,"If #Ferguson protesters were white, they'd be walking away with several hundred cattle and an apology. http://t.co/mkca1icOF9 #p2	",0
110,498401948585181184,"17-yr-old unarmed black kid #MikeBrown was murdered by a cop in #Ferguson, Missouri yesterday. This is his stepdad: http://t.co/p8mqVvh9GY	",0
111,498430783699554305,Witness: Police allegedly stopped Mike Brown after yelling at him to walk on sidewalk. #Ferguson http://t.co/XG00R6w0k6	,1
112,498433651835940865,"I don't want another bigot getting in my TL saying it's not abt race, when's the last time a white kid has been MURDERED by police #Ferguson	",0
113,498452658605535232,“When will young people of color's lives matter when they are alive?” -  @MichaelSkolnik #Ferguson http://t.co/NM5UsKgPVm	,0
114,498452664527511553,"The difference between ""unrest"" and ""patriotism"" is directly proportional to how black the protesters are. #Ferguson #Murrieta #BundyRanch	",0
115,498455001463664640,More coverage from Europe - http://t.co/Ipkmn3Zq45 #Ferguson #MikeBrown http://t.co/vbZSHAvmxK	,0
116,498463591767756800,There was only one TV reporter at #Ferguson protests last night. Most left earlier fearing violence. Yet only violence was cop's bullets!	,1
117,498463733447163905,"#Ferguson, MO is in protest after a cop kills an unarmed black teen: http://t.co/xirnS3duFB http://t.co/T6Dp3AQbgE	",0
118,498466570675716096,"#Ferguson is why we need Civilian Review Boards. Anger, frustration &amp; potential violence comes when ppl lack faith that they'll get justice.	",0
119,498472666802958336,Stewart drives over guy kills him. News is everywhere. Cops fire 10 bullets into unarmed black. Not even covered. Good job media. #Ferguson	,0
120,498473263862149120,Protestors outside #Ferguson police dept now http://t.co/VYsGspeKPB	,0
121,498473515302260736,Teenager #MikeBrown won't start college on Monday because he was shot ten times by a #Ferguson police officer. http://t.co/mUE41Zp4nA	,0
122,498474035668586497,"#MikeBrown's mother: ""Police not telling us nothing, cause they have nothing to say."" #Ferguson http://t.co/P7QwG3sTru	",0
123,498474263255330818,Amerika appears to be awash in all manner of #terrorism. Much of it state-sponsored. #Ferguson #MikeBrown #Racism #p2 http://t.co/PqIKIbVGtf	,0
124,498476761538371584,Outside #Ferguson Police Headquarters right now http://t.co/ZqOQuisJgh	,0
125,498477164380299264,"Follow @MichaelSkolnik NOW if you want to follow the story about #MikeBrown, the unarmed teenager who was killed by the #Ferguson police.	",0
126,498477676219600896,There should be blame AND shame here. #Ferguson #MichaelBrown @KharyP http://t.co/hXWpgy4nRY	,0
127,498480344992350209,"Lots of people -- some prayerful, some sad, some angry -- have gathered outside the #Ferguson police headquarters http://t.co/KfbHCGNrzk	",0
128,498480911243948034,".@NBCNews I demand that you retract the lie that #Ferguson people were shouting ""Kill the police"". Reporters at scene have refuted that.	",1
129,498482619232055296,"""Don't shoot! Don't shoot!"" #ferguson https://t.co/PhairpOfdl	",0
130,498483031842500608,Police and protesters face to face in #Ferguson http://t.co/C0U0rQzGFa	,0
131,498483279943962625,happening now in #ferguson https://t.co/MYPxUyo7Xx	,0
132,498483485133516800,"The courage it takes to to write these words down, much less display them to the world #Ferguson #MikeBrown http://t.co/6lt6JlBKCC	",0
133,498483784296448000,Protestors have crossed the police line in #Ferguson https://t.co/Y2CxIZe4Hk	,0
134,498486539585069056,Protestors have packed the lobby of the #Ferguson police headquarters. Not being let into the press confere... https://t.co/auVlJeqMoI	,0
135,498486826269548545,".@AP I demand you retract the lie that people in #Ferguson were shouting ""kill the police"", local reporting has refuted your ugly racism	",1
136,498486850521423872,"""Don't shoot! Don't shoot!"" #ferguson https://t.co/5PjPp1jdiL	",0
137,498487087105314816,Live from #Ferguson http://t.co/VX2zpW8Tqh	,0
138,498487611963744256,Press conference is over.  Important to note: NO mention of #MikeBrown stealing ANYTHING from ANY store.  #Ferguson http://t.co/CnX88sZEwY	,0
139,498489114384420865,Whenever you want to justify shooting an unarmed person you always say they reached for your gun. George Zimmerman taught us that #Ferguson	,0
140,498489451954573312,Powerful video of protestors w/hands up mocking #Ferguson police. Video via @AntonioFrench #MikeBrown https://t.co/PVXgMmgw20	,0
141,498492003903356928,"The presence of police dogs in #Ferguson is, at the very least, culturally and historically insensitive.	",0
142,498492636630896640,Lots of angry mothers here in #Ferguson this morning. http://t.co/RXTdkGgDMG	,0
143,498494758814109696,WE DEMAND THAT POLICE STAY AWAY FROM US WITHOUT WEARING CAMERAS FOR OUR PROTECTION! #mikebrown #Ferguson http://t.co/L2rBjMMpzc	,0
144,498497371899449344,Still conflicting reports about death of the witness. Police say it's not true. Tempers are rising here in #Ferguson http://t.co/nbbr7XvJxk	,0
145,498497395198799872,"#Ferguson, Missouri Community Furious After Teen Shot Dead By Police http://t.co/UJYaBibSvq#FergusonShooting	",0
146,498498431271190528,I'd be more inclined to take the #Ferguson PD account seriously if they hadn't been so careful to confiscate all video evidence beforehand.	,1
147,498499795192143872,Not sure what the #Anonymous message to #Ferguson is going to be exactly but you can count on one.Support @OpFerguson	,0
148,498499836900278272,"No Skittles, Arizona Iced Tea, Cops On Scene. Another Black Teen Dead. Whats Their Excuse Now?. #Ferguson #MikeBrown http://t.co/d0CvLFAnQK	",0
149,498500813845966848,Hello fellow white people. Lets try to show as much outrage for #Ferguson as we did for Facebook messenger.	,0
150,498504673339666432,This would help tremendously. #mikebrown #Ferguson http://t.co/FNVnuZLWd1	,0
151,498506343368519680,"So last week NYPD tried to tell us that #EricGarner wasn't in a chokehold, now #Ferguson police telling us #MikeBrown assaulted the officer	",1
152,498507434693246977,RT @TOO_LIVE_MILZ: The sad truth RT @kupkakekami: This would help tremendously. #mikebrown #Ferguson http://t.co/2i6aBcHlP3	,0
153,498507730395484160,The shooting in #Ferguson highlights why the federal government should be underwriting body cams for all cops rather than military gear.	,0
154,498508707244683264,So #Ferguson police want me to believe #MikeBrown tried to get into a police car and wrestle the officer's gun away. I'm gonna need video.	,0
155,498510381774819330,#Ferguson #BundyRanch #Hypocrisy / H/T to @Khary for the images. http://t.co/rt7u6zOA1p	,0
156,498512372584415232,"""Hands up!"" in #Ferguson http://t.co/gKKb0V0xv4	",0
157,498512590260023296,Every Black person should drill this in their heads:we are in Jim Crow 2.0..and the new lynch mobs and KKK members ARE THE POLICE #Ferguson	,0
158,498515980205948928,How police treat white #opencarry supporter vs an unarmed black teen. Wonder why? #MikeBrown #Ferguson http://t.co/jG3hGJRAuC	,0
159,498524570593140736,Vigil for shooting victim Mike Brown will be held at 8pm Sunday at Canfield Green apartment complex in #Ferguson	,0
160,498527404386578432,Nothing has changed. The ONLY difference?  The pictures are in color.  #Ferguson #FergusonShooting http://t.co/iRBqXc019M	,0
161,498529979672842241,"#MikeBrown's tragic death isn't a #Ferguson problem or a #Missouri problem, it's an American problem.. http://t.co/g7jakSP9UL	",0
162,498530293116968960,Notice how they bring out the attack dogs? #FergusonShooting #Ferguson #FergusonPolice http://t.co/GpQT6cGLgJ	,0
163,498530904139378688,"""Don't shoot! Don't shoot!"" #ferguson  https://t.co/HJk5k2e8tI	",0
164,498530946338258944,When Parenting Feels Like a Fool's Errand: On the Death of Michael Brown: http://t.co/HrVKxjM3RR #MikeBrown #Ferguson http://t.co/tT0lYR8yCB	,0
165,498531639472189441,#Ferguson v #Bundy: Black jaywalking teen shot &amp; killed by cops. White trespassig rancher's militia aim guns at cops. http://t.co/MEGjYq2feR	,0
166,498535462349582337,When's the last time a white kid was unjustly killed by law enforcement?Just spread the word http://t.co/8ZkPYTRS3I #MikeBrown #Ferguson	,0
167,498544167757570049,There's cameras on every corner of the hood.  Let's out cameras on every cop.  What do you have to hide? #Ferguson http://t.co/76T6HmnsnS	,0
168,498556324868009984,BREAKING: AG Eric Holder has instructed attorneys in the department's civil rights division to monitor developments in #Ferguson. -@AP	,0
169,498560433021026304,"""if you Retweet or Screenshot. Just spread the word we need #Justice"" #ferguson #stlouis #MO  #uniteblue #libcrib #p2 http://t.co/78QURveWvK	",0
170,498575704582148096,If u r white &amp; u r not outraged about #Ferguson then the problem is much bigger than the police. #americaforall	,0
171,498584409055174656,"Protestors have blocked West Florissant, a major street in St. Louis County. #Ferguson http://t.co/S15XpF4f9E	",0
172,498585089828478977,#Ferguson #MikeBrown protests http://t.co/UubTxFmU7c	,0
173,498586725502173184,R.I.P. #MikeBrown.Innocent teen murdered by #Ferguson police.#RETWEET for respect &amp; spreading his story. http://t.co/JMlG8ePjEj	,0
174,498590686065606657,"Michael Jackson: ""It doesn't matter if you're black or white.""Reality: #Ferguson #MikeBrown The War isn't on whites http://t.co/0rW38CxQjn	",0
175,498602787614511104,Happening now in #Ferguson http://t.co/w8r9FTl4Kb	,0
176,498602798687469568,Sad Survival Lessons We Have To Teach Our Young Black Boys. #JusticeForMikeBrown #MikeBrown #Ferguson http://t.co/SDDS5T0hEn	,0
177,498602841335169024,Some signs from the earlier shutdown of West Florissant in #Ferguson http://t.co/ATqNIOoQNS	,0
178,498603999252467713,Family of #MichaelBrown talks about his life: http://t.co/kIye34DLiU. #STL #Ferguson #MikeBrown http://t.co/GJgipAsWGV	,0
179,498609222020780033,#Ferguson protestors have shut down a major intersection  https://t.co/2sLJdYKrP4	,0
180,498616975850225664,Happening now in #Ferguson where #MikeBrown was killed. http://t.co/LfN0DWYp0B	,0
181,499345010190348288,"I don't know how this is going to end. But man, it doesn't feel good right now. #ferguson http://t.co/OKwtolhshi	",0
182,499345023721537536,Tell @TheJusticeDept to rigorously investigate &amp; prosecute all #Ferguson police involved in execution of #MikeBrown http://t.co/Z6PmH1EBdX	,0
183,499345384024842240,"#Ferguson right now: Those who want a riot, come prepared for a riot. Heavily-armed officers are moving in. http://t.co/35em8bo5Xh	",0
184,499345604297121792,"The #Ferguson police look more militarized now than the actual National Guard, here from the 1967 Newark riots: http://t.co/qk3CKqSp8o	",0
185,499346625760751616,Something being talked about tonight is the makeup of the #Ferguson Police Dept. Here's a breakdown: #MichaelBrown http://t.co/faix6g9Omt	,0
186,499347831954870274,"PHOTOS:: #Ferguson, Missouri, looks like a war zone http://t.co/N7lfddXd5d http://t.co/hmPP9z4dGd	",0
187,499349294034743297,Who is in Ferguson? Who can livestream? Who can tweet? The world needs to know what is going on. Let's show them. #Ferguson #OpFerguson	,0
188,499355083734519808,"""The fatal shooting of an unarmed teenager deserves a full review."" AG Eric Holder #MikeBrown #Ferguson	",0
189,499357077429817344,Army tactical gearThis image is not from  #iraq or #Afghanistan this is #Ferguson MO #MichaelBrown fatal shooting http://t.co/4f5hYlONnV	,0
190,499357289363431425,"""You a reporter, big boy? See. They're treating you like they do us."" A #Ferguson protestor who's quickly become one of my favorites told me	",0
191,499358869492367360,"The sights and sounds from #Ferguson, Missouri are unbelievable: http://t.co/D0n0QYN8x2 http://t.co/A3obQOvf4o	",0
192,499359735947087872,Anonymous hacking group threatens the #Ferguson police in wake of the murder of Mike Brown --&gt; http://t.co/TqaA59wH9x http://t.co/p8VtikmeyD	,0
193,499360134779637761,"Federal grants drive cop militarization: in '12 St. Louis County got Bearcat armored vehicle, other goodies http://t.co/uZymzagDmU #ferguson	",0
194,499360784666071040,The police* are the occupying army in the black colony. - Huey Newton #Ferguson police #MichaelBrown http://t.co/dWzjeIccxw	,0
195,499361017038905344,"The whistleblower, a white man who went by the name of ""Lonewolf,"" said Black people should be allowed to shop w/o harassment. #Ferguson	",0
196,499361506132508673,"The whistleblower said they would often have ""Black day"" or ""tan day"" to just arrest Black or Brown people by the #StLouis PD. #Ferguson	",0
197,499361662743220224,So #Ferguson Police can afford machine guns but they can't afford dash cameras for their squad cars? #interesting #MikeBrown	,1
198,499361679197884416,"The whistleblower said the #StLouis PD told the Black officers, ""Oh, not you... you're the good guys."" #Ferguson	",0
199,499361965035491329,"After the whistleblower revealed what was happening, he was summarily harassed, got drug tests, car taken &amp; transferred. #Ferguson #StLouis	",0
200,499362269269336064,The whistleblower said it wasn't his intention to take the #StLouis PD down but he HAD to say something. He filed a lawsuit. #Ferguson	,0
201,499362348940144640,"Police still at one end of W. Florissant, protesters now at Greater St. Mark Church. #Ferguson p/v @JustinGlawe http://t.co/ujLgUmKLNS	",0
202,499362441697193985,Peaceful youth demonstration at Greater St. Mark Church #ferguson http://t.co/feWLxdme9R	,0
203,499362480179912705,Peaceful youth demonstration at Greater St. Mark Church #ferguson http://t.co/acvuzlAN5l	,0
204,499362949166030848,Peaceful youth demonstration at Greater St. Mark Church #ferguson http://t.co/TEEq3mhoxu	,0
205,499363612260315136,An 88-year-old woman has joined the youth in #Ferguson http://t.co/dfDid2xV8X	,0
206,499363921661140993,"Mound City Bar Association has agreed to donate their time PRO BONO, for ANY WITNESSES that would like to come forward. #Ferguson #MikeBrown	",0
207,499363975377993729,Tell me again how this guy points loaded rifle at cops w impunity &amp; unarmd black men get killed #Ferguson#UniteBlue http://t.co/QBldRbRKBO	,0
208,499364002318020608,The Mound City Bar Association is offering pro-bono representation to all witnesses of #MikeBrown shooting. #Ferguson	,0
209,499364522038394880,88-year-old Creola Mccalister has joined the youth in #Ferguson http://t.co/dfDid2xV8X http://t.co/potRilWqvb	,0
210,499365436816105473,"""Hands up! Don't shoot!"" #ferguson https://t.co/svCE1S0Zek	",0
211,499366666300846081,Line of police cars with high beams on greets anyone trying to enter #Ferguson. It's shut down. No media allowed. http://t.co/bk6jFFM7jj	,1
212,499366930457710592,"Remember: This is how #Ferguson protests began.Before dogs, tear gas, rubber bullets, intimidation, No-Fly Zone... http://t.co/i43EVto9nc	",0
213,499366977497214976,"Anonymous hacking group threatens #Ferguson police in wake of Shooting  http://t.co/wNjBvxk6MU http://t.co/Vrwv1EdRhM"" via  @BET	",0
214,499368426931228672,The #Ferguson police have NOT interviewed the primary eye witness to Michael Brown's murder &amp; they won't release how many times he was shot.	,0
215,499368533378498560,"Before his death #MikeBrown told his mother, ""The world will know who #MichaelBrown is!"" #Ferguson	",1
216,499368931367608320,"Currently the #FoxNews website has zero, repeat, ZERO coverage of the #Ferguson protests, probably due to lack of cowboy hats.	",1
217,499369948943495168,"The world now knows his name, tonight get to know Mike Brown the person @fox2now at 9 #ferguson http://t.co/jBNenRkexL	",0
218,499375535458643968,"Wow. From responses, it seems people only know about what's happening in #Ferguson from web. What happens when gov ends net neutrality?	",0
219,499376069485821952,Next up on Fox News: Here's some footage of angry black people in #Ferguson with no discussion about why they're angry. Enjoy!#MikeBrown	,0
220,499377470697926656,And They Call #Conservatives Terrorists?#tcot #Ferguson http://t.co/NTpxGviqLB	,0
221,499377813758443520,There's a town that's a no-fly-zone with a media blackout right in the middle of our country. Let that sink in. #Ferguson	,0
