,text,label
35,The right 2 draw Muhammad without being shot is as precious to many of us as Muhammad is to the #CharlieHebdo killers http://t.co/QeDw4tRoK9,0
36,"The 2011 issue of Charlie Hebdo, whose cover featured Mohammed. http://t.co/eSflYdFBRH",0
37,Map shows where gun attack on satirical magazine #CharlieHebdo took place in central Paris http://t.co/5AZAKumpNd http://t.co/ECFYztMVk9,0
38,Video has emerged showing the moment gunmen opened fire at #CharlieHebdo's HQ in Paris. http://t.co/ZRSbE9Fc1L http://t.co/tE7KwlhuSN,0
39,"I do not agree with what you have to say, but I'll defend to the death your right to say it - Voltaire #CharlieHebdo http://t.co/5fzKhE1LdJ",0
40,"In reporting the story, the Telegraph has pixilated Charlie Hebdo's La Vie De Mahomet: http://t.co/ElhnzUNr0A http://t.co/jdHLcQBtfp",0
41,Headline from #CharlieHebdo this week: ISIS executes Phorphet Mohamed; police chase terrorists http://t.co/4qqVIjLP8A http://t.co/1zJuiZVLf3,0
42,I support #CharlieHebdo and a free press. Please RT these cartoons to show a united and dignified defiance. http://t.co/Mc2aOwSHYA,0
43,What we know about the gunmen in the #CharlieHebdo attack: http://t.co/z4xLMmeDl5 (Pic: Gelbard/AFP/Getty) http://t.co/KKtg9fGeba,0
44,"Journalists, admin staff and police officers among those injured in #CharlieHebdo attack http://t.co/cMsu4ASQjl http://t.co/zqkHLJK5b9",0
45,"#Picture
IS terrorist scum executes injured police man in #Paris.
#CharlieHebdo http://t.co/wov8G7GL0b",0
46,Satirical French magazine #CharlieHebdo attacked by gunmen: latest news report http://t.co/gjTbTOQIMo http://t.co/IIKBOs2Puk,0
47,#CharlieHebdo: Nothing can justify attack &amp; those who organised &amp; committed these crimes should be brought to justice http://t.co/eoDTplTQll,0
48,In sympathy and solidarity with @Charlie_Hebdo_  #CharlieHebdo http://t.co/W2CBdVJ0k6,0
49,RT #JeSuisCharlie In support of #CharlieHebdo. http://t.co/EvNntxSRIc,0
50,Video: #CharlieHebdo's editor tells Al Jazeera why they are a target [2012] http://t.co/EJK2Em0M8R http://t.co/UK970UDPPz,0
51,"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",0
52,"Only this, today #CharlieHebdo http://t.co/QXfYkDwBtd",0
53,"""Terror"" in France: Gunmen in #CharlieHebdo attack still at large. What we know so far http://t.co/Jfqmha1GdV (Getty) http://t.co/2QyDcbE7P6",0
54,Journalists and others using #JeSuisCharlie to express support for freedom of speech after Paris attack http://t.co/OSzSvL3pKy,0
55,"Anyone that believes tolerance is the solution to militant islam, remember this picture.  #CharlieHebdo  http://t.co/SGVZjaUqgV",0
56,Stop making excuses for terrorists. #CharlieHebdo tweeted this before Christmas and there'll be no avenging Jesus. http://t.co/BS3Z759LLx,0
57,"Here's what we know about the #CharlieHebdo attack so far
http://t.co/MUwOzTP7kI http://t.co/b8UzO0Gz5W",0
58,"In reporting the #CharlieHebdo terrorist attack, @Telegraph blurs out the French mag's cover cartoon of Mohammed http://t.co/8SDCsSVlc8",0
59,"#NATO SG statement on terrorist attack in #Paris, #France  http://t.co/UBFmqktXjC http://t.co/KZCi5UR5fx",0
60,#CharlieHebdo: what we know so far http://t.co/7GgpZ4tKlF http://t.co/yMGSiOnl3H,0
61,#CharlieHebdo shooting: what we know so far http://t.co/6YUX5mot92 http://t.co/nC9fYCh6qd,0
62,"World leaders condemn the #CharlieHebdo attack as ""barbaric"", ""sickening"" and ""intolerable"". http://t.co/c05qiB7eIu http://t.co/HaijRrbwlz",0
63,"Make Fun of Hindu God's #PK = Creativity , Freedom of Expression
Make Fun of A Prophet = 12 killed 

#CharlieHebdo http://t.co/1qQGFtuhO2",0
64,"Hours before the attack, #CharlieHebdo published a cartoon featuring the Islamic State: http://t.co/Jfqmha1GdV (epa) http://t.co/yeWyZxIdHH",0
65,If we submit to extremists this Cartoon by Robert Mankoff from The New Yorker will be the norm. #CharlieHebdo http://t.co/sNMbQVPlqJ,0
66,Thousands tweeting #JeSuisCharlie in support of #CharlieHebdo. http://t.co/GfdXTw6jgl,0
67,The car used by armed gunmen who stormed the Paris offices of satirical newspaper #CharlieHebdo Photo D. Faget #AFP http://t.co/ZBkDglcBcE,0
68,Pray for the victims. Deadly terrorist attack on French magazine Charlie Hebdo in Paris #FreePress http://t.co/HCEG92Zxtz,0
69,"Deeply disturbed and saddened by yet another Islamist massacre. 
Shame on religion.  #CharlieHebdo #ParisShooting
. http://t.co/H6yPad7bWD",0
70,Single finger raised by #CharlieHebdo gunman looks like what ISIS fighters often do in battle. http://t.co/6GmumrBndC CC @EliotHiggins,0
71,Charlie Hebdo attack: what we know so far  – live updates http://t.co/FzR7qMoeKB @claire_phipps http://t.co/YDuMHPAHrt,0
72,"We can never allow the barbaric savagery of islamic extremism to defeat our right to free speech. 
#CharlieHebdo http://t.co/YmQqlYNbnx",0
73,Simply put by our French colleagues in solidarity with the journalists of #CharlieHebdo http://t.co/mXwAsi2N4S,0
74,"Let there be more, not less.  #CharlieHebdo http://t.co/Ut4yuxi30O",0
75,"#CHARLIEHEBDO SHOOTING: Gunmen still at large, manhunt underway - LIVE UPDATES http://t.co/3Jsosc7yl3 http://t.co/LzCuCBqQP8",0
76,How the terrorists win: @Telegraph is now blurring the cover Mohammed cartoon of #CharlieHebdo in its reporting http://t.co/DffGzIrQZI,0
77,"When free speach die, we die. All thoughts to #CharlieHebdo who on this issue wrote ""Love is stronger than hate"" http://t.co/IizcmJJVOD",0
78,World’s Press Condemns Attack Against #CharlieHebdo #jesuischarlie http://t.co/Jyfjz7noMG http://t.co/2xeKhgGily,0
79,". 
                 Take a stand and RT:

                  I am #CharlieHebdo
                  I am #CharlieHebdo http://t.co/OpdN8c5VQo",0
80,Map showing the location of the #CharlieHebdo offices and the direction the attackers fled http://t.co/N28zmSCwVV http://t.co/q9EYxtcjJy,0
81,France is at its highest possible terror threat level after the #CharlieHebdo attack. http://t.co/1z7NtGWe5i http://t.co/kopINQNwfj,0
82,"Charlie Hebdo, the magazine that dared to poke fun at religion http://t.co/L5wXIOOr2p http://t.co/SpDK2rMW4K",0
83,Paris terror attack: What you need to know about Charlie Hebdo http://t.co/aEwtP48NRb http://t.co/qwCz9DpYW8,0
84,A tragic day for the freedom of speech #jesuischarlie http://t.co/ZkIOXpHeSq,0
85,"Fuck you, Islamist nutbags. #JeSuisCharlie http://t.co/yDrzeh0JiT",0
86,#CharlieHebdo attack: terrified witness films masked gunmen shooting man on pavement http://t.co/4K2F98Q4JT http://t.co/LwggGQP0Ao,0
87,"#JeSuisCharlie trends as social media users express solidarity over Charlie Hebdo attack
http://t.co/4obxI0pj01 http://t.co/eJxcBHyPkE",0
88,Fight intimidation with controversy: #CharlieHebdo’s response to critics http://t.co/skrY35Fsm1 http://t.co/C5x9C9rCeG,0
89,French forensic experts examine car used by armed gunmen who stormed offices of Charlie Hebdo http://t.co/ZINBZEnyAI http://t.co/DqZDx0gkHO,0
90,In solidarity with all the journalists pursuing their profession and freedom of speech. #CharlieHebdo http://t.co/n7WSJsf0Si,0
91,Absolutely heartbreaking what has happened! Twitter users show solidarity to #CharlyHebdo by using #JeSuisCharlie http://t.co/Z7Bo5hYB6G,0
92,French media calling #CharlieHebdo attack the worst attack in France in decades http://t.co/K7ZHV9C27F http://t.co/jju1vgQiii,0
93,Photos from the scene of the Paris shooting at #CharlieHebdo office: http://t.co/dqcYAoG2ku http://t.co/mN0eKhoOK2,0
94,"@acarvin last #CharlieHebdo cartoon: ""Still no attack in France. Wait! We have 'til january end to send 2015 wishes."" http://t.co/eubg7XJRPd",0
95,RIP #CharlieHebdo staff who paid w/ their lives for defending freedom of the press we all benefit from. True heroes. http://t.co/GaCJIjywSo,0
96,The Roots of Evil #CharlieHebdo http://t.co/xbteQ8kGK5,0
97,#CharlieHebdo attack latest: Footage shows Paris gunmen on rampage as policeman is shot  http://t.co/VkLHN9pxyf http://t.co/LxHM3TuhQy,0
98,"It didn't take that long. The first Pakistani to say, #CharlieHebdo massacre has nothing to with Islam, has emerged. http://t.co/UBRm7FJPfl",0
99,It is a horrifying thought that people in our world would prefer to kill rather than allow critcism #CharlieHebdo http://t.co/DpLEYjEj7y,0
100,"Gunmen in #CharlieHebdo attack  ""will (be) chased as long as necessary,"" French President says http://t.co/mnAeA7j7fY http://t.co/JxFvJhiazn",0
101,"Liberty, equality and fraternity. Freedom of the press, the satire and humor. #JeSuisCharlie http://t.co/uE84TgQeFz",0
102,"Now, thousands are expressing their feelings on today's events in France with pictures like this #JeSuisCharlie http://t.co/8TFGk67YAS",0
103,"""Love is stronger than hate"": #CharlieHebdo cover after Molotov cocktail attack on its offices in 2011 http://t.co/0XTOpHNGjw",0
104,Tonight 7PM: mobilization for #CharlieHebdo freedom of press and democracy on Place de la République in #Paris http://t.co/AKjMGyBzRr,0
105,In solidarity with freedom of speech and religion and #CharlieHebdo we should all tweet #NoNegotiationswithTerrorists http://t.co/HfGQmDNWfe,0
106,Irony is that this week's cover of Charlie Hebdo is an attack against Islamophobe writer Houellebecq http://t.co/9NjY5B8QWo,0
107,Paris shoot-out: the shocking images of the terrorist attack against satyrical weekly http://t.co/vNwnPjT5wm http://t.co/aMS9RcLiIu,0
108,Remember this? Those men died for our right to freedom of speech. Don't let that sacrifice be in vain. #CharlieHebdo http://t.co/vXzD9am4Zq,0
109,"On the darkest of days, like this, the French philosopher Voltaire perhaps say it best: #CharlieHebdo http://t.co/afM6QJUgrb",0
110,"French cartoonist Charb among dead in #CharlieHebdo attack, his cartoons often attacked racism and islamophobia. http://t.co/Nmi5g98WO0",0
111,"Some press now blurring CharlieHebdo cartoons as cartoonists foresaw. This one says ""Charlie Hebdo Should be Veiled"" http://t.co/x857AJFa3F",0
112,Charlie Hebdo's Last Tweet Spoofed ISIS Leader Al-Baghdadi http://t.co/Nws6tV4t2t http://t.co/93mIsObDCf,0
113,Here comes another Pakistani's take #CharlieHebdo. How does one country produce so many brilliant minds? http://t.co/hcB5kLz3Zd,0
114,"Cartoon from The New Yorker, September 2012 #CharlieHebdo http://t.co/CeU2nZutSr",0
115,Journalists and policemen are among the victims in the #CharlieHebdo attack. http://t.co/yxuh5NfwsX http://t.co/M1foykMiNZ,0
116,"We are all Charlie Hebdo. Kill us all! 
#CharlieHebdo @Charlie_Hebdo_ http://t.co/7jFelOTDxw",0
117,"Remember that #CharlieHebdo, like Theo Van Gogh, criticized ALL religions and people, not just #Islam and #Muslims! http://t.co/bH9I4ZkECh",0
118,"Satirizing and mocking religion is sacred. Stand with @Charlie_Hebdo_ #freeexpression #jesuischarlie #iamcharlie 
http://t.co/75KuXyRhGD",0
119,"Michelle Stanistreet, general secretary of the National Union of Journalists (UK) on the #CharlieHebdo attack: http://t.co/L0uUdPmswx",0
120,"If you kill men for making fun of your ideas, you need to rethink your ideas. #JeSuisCharlie http://t.co/BscweTbElz",0
121,Don't let Islamists intimidate u. Republish the cartoons in solidarity with #CharlieHebdo victims &amp; 4 free expression http://t.co/3YCJRdaUID,0
122,#CharlieHebdo - Paris media attack kills 4 cartoonists including chief editor. #AFP http://t.co/kz74JBSaoG,0
123,"""Love is stronger than hate"" http://t.co/MBLPj31t8i  #CharlieHebdo http://t.co/3BeTrwpgCN",0
124,"Oct 1 cover #CharlieHebdo criticizing ISIS: 'I am the prophet, idiot' beheader: 'STFU, infidel!' #freedomofexpression http://t.co/HAV5tktU7y",0
125,"I would rather die standing up, than live life on my knees. #JeSuisCharlie #IamCharlie http://t.co/VekwGbshpq",0
126,12 shocking #CharlieHebdo covers from Muhammad to Michael Jackson http://t.co/sT93i3WTWi http://t.co/flEmCiRds2,0
127,French Justice Minister C.Taubira reacts outside of the headquarters of the satirical newspaper #CharlieHebdo #AFP http://t.co/CwvowQMR12,0
128,"If (like me) you teased #KirbyDelauter, step up your free-speech game and print a #CharlieHebdo image unblurred. http://t.co/t2dbSOZpyn",0
129,An eyewitness video shows a gunman shooting a police officer and driving away. http://t.co/LILudVXzlV #CharlieHebdo http://t.co/HBYEWZscqn,0
130,4 cartoonists who died in the attack on #CharlieHebdo - AFP http://t.co/UmyMvBKAa8,0
131,#CharlieHebdo - Paris media attack kills 4 cartoonists including chief editor. #AFP http://t.co/ZJwJgHHSOK,0
132,"Retweet if you think satire should not be censored:
""Love stronger than hate"":
#CharlieHebdo http://t.co/JVjYiQMQQk",0
133,'Love is Stronger than Hate #CharlieHebdo cover. We will not surrender #freedomofexpression 2 #terror &amp; #intolerance. http://t.co/DAlIQF3OMp,0
134,At least 12 dead in terrorist attack at satirical magazine in Paris. Our live blog: http://t.co/FjgQjRzNaM http://t.co/XilbJcDuc0,0
135,The New Yorker cartoon following the #CharlieHebdo incident. http://t.co/oq4bUId1BU,0
136,The people tweeting from the scene of the #CharlieHebdo attack http://t.co/5kVRfAHoXO http://t.co/bTRU4jFCeE,0
137,Love is stronger than hate #CharlieHebdo http://t.co/XegvHUoHsD,0
138,#CharlieHebdo: Everything you need to know about the magazine that refuses to be censored http://t.co/4LNGobrht7 http://t.co/t70U7NEBae,0
139,This image and hashtag trending in France after #CharlieHebdo attack: #JeSuisCharlie http://t.co/tIsfbxHCkO,0
140,I'm #muslim &amp; will forever defend freedom of speech #JeSuisCharlie.Terrorists make a mockery of Islam. http://t.co/Q4qfPVmAMy,0
141,Amateur video shows chaos of Paris shooting: http://t.co/LEUbEHynyX  #CharlieHebdo http://t.co/2T355HIHgh,0
142,"Massive protest in #Gaza over #CharlieHebdo attack
They returning favor to French people who stood by them http://t.co/CQpD0KGabJ",0
143,"Please enjoy this culturally, ethnically, religiously, and politically correct cartoon responsibly #CharlieHebdo http://t.co/L0ALhejpYu",0
144,Editor of Charlie Hebdo has been liberal &amp; righteous. Salute to all the cartoonists martyred at the terrorist attack. http://t.co/Yk3PgHkz4S,0
145,Twitter users say 'I am Charlie' in solidarity with victims. 58k tweets &amp; counting #CharlieHebdo #JeSuisCharlie http://t.co/mgKSjJ9t1Z,0
146,"Parisians will take to the streets tonight, for freedom of the press, democracy and the Republic #CharlieHebdo http://t.co/AndFUOD3a4",0
147,"Slain #CharlieHebdo EIC, Charb, in a 2012 interview. ""I'd rather die standing than live on my knees."" http://t.co/YnZGqGzrni",0
148,"French cartoonists Charb, Cabu, Tignous and Wolinski all killed in  Charlie Hebdo attack http://t.co/RO1XV1AZaG http://t.co/0gkVyvhZSS",0
149,How the #CharlieHebdo terrorist attack unfolded: http://t.co/yxqCbTWoon http://t.co/t2ryyDt2R2,0
150,#CharlieHebdo cartoonist was on al Qaeda's wanted list: http://t.co/nEojRxbetR (Pic: EPA) http://t.co/m8oO7gnXJf,0
151,Love is stronger than hate/L'amour plus fort que la haine h/t @bouckap #CharlieHebdo http://t.co/TvgGJIMdr0,0
152,"#CharlieHebdo mocked muslims, christians, jewish and buddists none of them responed violently except for muslims! http://t.co/STig34ePar",0
153,"I apologise for rough translation. 

""Freedom of expression is spilling ink,  not shedding blood.""

#JeSuisCharlie http://t.co/V1SjjmPaC0",0
154,"""This is an attack on free speech"" - French President Hollande after #CharlieHebdo shooting: http://t.co/CXg48ztABY http://t.co/YZZJzMOQw3",0
155,"Best response to the #Islamic terrorists who attacked #CharlieHebdo, is to republish their cartoons over &amp; over again http://t.co/36GqZUbvwB",0
156,"More relevant than ever.
#CharlieHebdo #PeshawarAttack #MumbaiAttacks #Sept11 #PewChurchAttack #SydneySeige #EveryDay http://t.co/N1AYgwjz3v",0
157,RIP #CharlieHebdo cartoonists. My toon from 2010: http://t.co/ahyyrlN57s,0
158,"#CharlieHebdo attack, now car set on fire outside synagogue - more Islamist terror in #France? http://t.co/mUjQ9qJdrN http://t.co/kAQrLbZJLy",0
159,France on high alert after deadly attack on Paris offices of Charlie Hebdo: http://t.co/Cgogt47L5C http://t.co/rzECRqSlwW,0
160,Map locating the Paris offices of satirical magazine Charlie Hebdo #AFP http://t.co/nJYCABZqAG,0
161,"#CharlieHebdo’s Charb: ""I would rather die standing up than live on my knees” http://t.co/u6f5G55osR http://t.co/jEhFMSh0Au",0
162,"Pres. Obama condemns the #CharlieHebdo attack: Paris ""will endure well beyond the hateful vision of these killers."" http://t.co/Gn69hWYyg2",0
163,"Everything we know about the #CharlieHebdo attack so far
http://t.co/oqu0qi6N8v http://t.co/uLT5JPOj4t",0
164,"I am reminded of the words of @stephenfry ...
#JeSuisCharlie http://t.co/MOSenZwI5q",0
165,"#JeSuisCharlie #CharlieHebd #ChalieHebdo One Child, one teacher, one book, and one pen,can Change the World -Malala-  http://t.co/I2MpQdnA7G",0
166,"RT @froomkin: #CharlieHebdo’s Charb: ""I would rather die standing up than live on my knees” http://t.co/cGlB7C9tZ2 http://t.co/RjjZm3r6gb",0
167,New Yorker cartoon. Seems particularly relevant after #CharlieHebdo attack. http://t.co/9HbdyH2iMz,0
168,12 people have reportedly been killed in a shooting at French satirical magazine Charlie Hebdo http://t.co/j5QlD3v5IS http://t.co/eXEx2Sm7K5,0
169,A 2012 cartoon by the @NewYorker - well worth remembering today #CharlieHebdo #ParisShooting http://t.co/6gOnSwwRfC,0
170,Paris #CharlieHebdo attack: 'This is the worst act of terrorism in France for 50 years' http://t.co/XyARpX72q7 http://t.co/HrxLhw9H4V,0
171,Paris #CharlieHebdo attack: 'This is the worst act of terrorism in France for 50 years' http://t.co/6Cut73pm7O http://t.co/mHK5rUbMTa,0
172,Is this the day that free speech died a little? @NewYorker cartoonist's poignant response to the #CharlieHebdo attack http://t.co/11lRJ4A0yZ,0
173,"#CharlieHebdo’s Charb: ""I would rather die standing up than live on my knees” http://t.co/RYrHlAVy7t http://t.co/cxsHfJVlrn /ht @froomkin",0
174,#JeSuisCharlie trends after brutal shooting at #CharlieHebdo magazine http://t.co/2tT7BnOx1u http://t.co/oMTsEqXs1h,0
175,I may not agree with what you say but will defend your right to say it - Voltaire #JeSuisCharlie #LibertéDexpression http://t.co/rSbYpPGyfq,0
176,"Bob Mankoff, New Yorker cartoon editor #JeSuisCharlie http://t.co/dK40qynqvu",0
177,"What the Quran actually commands Muslims to do when it or the Prophet ﷺ are ridiculed.
#CharlieHebdo #ParisShooting http://t.co/562FUFPf76",0
178,Over 65k Twitter users show solidarity with French satirical magazine #CharlieHebdo http://t.co/Rgy00SExUr http://t.co/GdRMUbB9c6,0
179,Pictures from the scene: Gunmen attack Paris #CharlieHebdo office http://t.co/lCnsyqkc3y http://t.co/JwbND2MkUs,0
180,"If Hindus were not tolerant, this would have been the fate of Hirani &amp; Aamir. #CharlieHebdo
#ParisShooting http://t.co/tIF56s3Pho",0
181,Social media users show solidarity for #CharlieHebdo with #JeSuisCharlie hashtag http://t.co/v0m1buPOMy http://t.co/mci5nwDlDQ,0
182,Why #CharlieHebdo magazine was targeted for the attack: http://t.co/3s9g3KumkJ #ParisShooting http://t.co/sixK6vrTmI,0
183,Paris terrorist attack kills 4 cartoonists including chief editor: Sources http://t.co/s5RUZhL4m3 #CharlieHebdo http://t.co/F5YD2W8h8I,0
184,"You can take offence, disapprove, demonstrate; but not silence or kill. We will not be intimidated. #JeSuisCharlie http://t.co/uil7iv8zaF",0
185,"""I strongly condemn the horrific shooting at the offices of Charlie Hebdo magazine in Paris"" —President Obama http://t.co/qr9zeGU04o",0
186,White House responds to shooting at Paris offices of #CharlieHebdo. http://t.co/Cd0y6NAOvE http://t.co/K7rP2sQKeY,0
187,Four of France's most revered cartoonists among those killed in #CharlieHebdo massacre http://t.co/g16D4XMWhk http://t.co/cf7fHuDXfB,0
188,The little weapon! #CharlieHebdo #cartoon http://t.co/VFFZD2f8Rz,0
189,Paris #CharlieHebdo attack: This is the worst act of terrorism in France for 50 years http://t.co/JO1hyB4vjj http://t.co/GPrxnlMx7a,0
190,Sunni extremists behind #CharlieHebdo attack have no issues mocking Shia holy figures in their own cartoons: @AgMahdi http://t.co/9L9jePj8nb,0
191,White House @PressSec says shooting at #CharlieHebdo office seems to be an attack on freedom of press. #ParisShooting http://t.co/zulRpKriuv,0
192,"""I may not agree with what you say but will defend your right to say it."" - Voltaire #shocked #JeSuisCharlie http://t.co/DtA3cdpUhU",0
193,"Standing up for freedom of speech, I am tweeting the #CharlieHebdo cartoon  http://t.co/iYEyRxeaDk My homage to the French martyrs",0
194,New Yorker's reaction to #CharlieHebdo shooting http://t.co/FwtnxbbNYq,0
195,"Again, when a cartoon is worth 1000 words | By Robert Mankoff The  @NewYorker Sept 2012 | #CharlieHebdo (@BobMankoff) http://t.co/HcY9M1A9QH",0
196,"Freedom of expression, it seems, should not be taken for granted. RIP to those who died defending it. #JeSuisCharlie http://t.co/MexshKELgv",0
197,"#JeSuisCharlie trending Worldwide - over 56,000 tweets (via @Trendsmap). More via @BBCTrending http://t.co/k5ArXMMyr9 http://t.co/ZFQ8krnE7U",0
198,"Globally, cartoonists like @na_dessinateur are paying homage to their peers killed in #CharlieHebdo attack http://t.co/tuyqIzp2gi",0
199,'We should be able to satirise religion - religion should be able to cope' http://t.co/mgu7P5oMs7 (Pic: F Strazzari) http://t.co/UhvArPhM38,0
200,"This HAS to stop. 

#CharlieHebdo http://t.co/lPrNCPNB5E",0
201,"MT @KreaseChan The sort of free expression all authoritarians tolerate, from Syrian artist Ali Farzat. #JeSuisCharlie http://t.co/PSFNDuLUw6",0
202,"#CharlieHebdo last cover satirizing #ISIS If Mohammed returned:""But I'm the Prophet, blockhead!"" ""Shut up, infidel!"" http://t.co/ausIfclXrF",0
203,"Web strongly condemn this terrorist attack on the Charlie Hebdo
http://t.co/cB3mSZwiaE http://t.co/zaZAXvOkv9",0
204,"Calls for ""every newspaper in Europe"" to print Charlie Hebdo cartoons http://t.co/2tT7BnOx1u http://t.co/oMTsEqXs1h #JeSuisCharlie",0
205,Twitter users are expressing solidarity with #CharlieHebdo by using the hashtag #JeSuisCharlie http://t.co/ntUIIhJvl6 http://t.co/kNVlKi7hNe,0
206,"Counter terrorism expert Colonel Mike Dewar says Paris will have been put on ""virtual shutdown"" #CharlieHebdo http://t.co/qDOohI456v",0
207,#France: Dark day for freedom of expression as gunmen attack newspaper office. #CharlieHebdo http://t.co/qqPl3R4ROF http://t.co/RuSLtisGjo,0
208,"Charlie Hebdo editor Stéphane Charbonnier, killed today, on the ""dead or alive"" list of AQAP (Inspire, March 1 2013) http://t.co/MptFsbYWEz",0
209,"More than the terrorist, its people like @SudheenKulkarni who are Blot on the society.
#ParisShooting #CharlieHebdo http://t.co/8eB7ewyi9W",0
210,Photos from scene of deadly attack by gunmen at Paris offices of newspaper Charlie Hebdo. http://t.co/E1zzO50LxX http://t.co/zzzDoDHCSi,0
211,Why it's Charlie Hebdo's right to draw Muhammad http://t.co/GlF9dgwFS0 http://t.co/YRxTwsNu5q,0
212,"""But who wants the English in Europe?"" Quite enjoying some of these #CharlieHebdo covers: https://t.co/p0QS7l0q1H http://t.co/GmzJnnhwc3",0
213,I see this cartoon by @Shawtooner is doing the rounds. And rightly so. #JeSuisCharlie http://t.co/bGFdkOdIYf,0
214,#JeSuisCharlie: The internet unites against #CharlieHebdo terrorists. http://t.co/09yiJPKVU2 http://t.co/Lz2xkzisq3,0
215,"One of my favourites, particularly relevant right now #CharlieHebdo http://t.co/dKHOOqPJIL",0
216,Charlie Hebdo's latest issue. They made fun of all religions... http://t.co/FdMHriGpzh,0
217,"Approximate translation: ""Freedom of expression is spilling ink, not shedding blood."" #JeSuisCharlie http://t.co/eC2DR9a1tb",0
